payroll_id,employee_id,pay_period,pay_date,basic_salary_sar,housing_allowance_sar,transport_allowance_sar,other_allowances_sar,overtime_hours,overtime_pay_sar,gross_pay_sar,gosi_employee_sar,gosi_employer_sar,absence_deduction_sar,loan_deduction_sar,other_deductions_sar,total_deductions_sar,net_pay_sar,payment_method,currency
PAY-000173,EMP-0212,2025-01,27-01-2025,8700,2175,870,2250,0,0,13995,1060.31,1277.81,0,0,0,1060.31,12934.69,Bank Transfer,SAR
PAY-000174,EMP-0213,2025-01,27-01-2025,3650,913,365,1300,13.5,307.97,6535.97,444.89,536.15,0,0,0,444.89,6091.08,Bank Transfer,SAR
PAY-000175,EMP-0214,2025-01,27-01-2025,3250,813,325,0,9.5,192.97,4580.97,396.14,477.4,0,0,0,396.14,4184.83,Bank Transfer,SAR
PAY-000176,EMP-0215,2025-01,27-01-2025,3300,825,330,0,24,495,4950,0,82.5,0,0,0,0,4950,Bank Transfer,SAR
PAY-000177,EMP-0216,2025-01,27-01-2025,7650,1913,765,0,4,191.25,10519.25,932.39,1123.65,0,2500,0,3432.39,7086.86,Bank Transfer,SAR
PAY-000178,EMP-0217,2025-01,27-01-2025,3450,863,345,0,4.5,97.03,4755.03,0,86.26,0,0,0,0,4755.03,Bank Transfer,SAR
PAY-000179,EMP-0219,2025-01,27-01-2025,3500,875,350,0,19.5,426.56,5151.56,426.56,514.06,0,0,0,426.56,4725,Bank Transfer,SAR
PAY-000180,EMP-0220,2025-01,27-01-2025,3950,988,395,0,15,370.31,5703.31,481.46,580.21,0,0,0,481.46,5221.85,Bank Transfer,SAR
PAY-000181,EMP-0221,2025-01,27-01-2025,25950,6488,1200,2100,0,0,35738,3162.71,3811.46,0,0,0,3162.71,32575.29,Bank Transfer,SAR
PAY-000182,EMP-0222,2025-01,27-01-2025,3700,925,370,0,18,416.25,5411.25,0,92.5,666,0,0,666,4745.25,Bank Transfer,SAR
PAY-000183,EMP-0223,2025-01,27-01-2025,7500,1875,750,650,0,0,10775,0,187.5,0,0,440,440,10335,Bank Transfer,SAR
PAY-000184,EMP-0226,2025-01,27-01-2025,3350,838,335,0,9.5,198.91,4721.91,0,83.76,0,0,0,0,4721.91,Bank Transfer,SAR
PAY-000185,EMP-0227,2025-01,27-01-2025,4650,1163,465,0,21.5,624.84,6902.84,566.77,683.03,0,0,0,566.77,6336.07,Bank Transfer,SAR
PAY-000186,EMP-0228,2025-01,27-01-2025,4400,1100,440,0,20,550,6490,0,110,0,0,0,0,6490,Bank Transfer,SAR
PAY-000187,EMP-0229,2025-01,27-01-2025,3550,888,355,0,3.5,77.66,4870.66,0,88.76,0,0,0,0,4870.66,Bank Transfer,SAR
PAY-000188,EMP-0231,2025-01,27-01-2025,4450,1113,445,0,21.5,597.97,6605.97,0,111.26,0,0,0,0,6605.97,Bank Transfer,SAR
PAY-000189,EMP-0232,2025-01,27-01-2025,4300,1075,430,0,0,0,5805,0,107.5,0,1050,0,1050,4755,Bank Transfer,SAR
PAY-000190,EMP-0235,2025-01,27-01-2025,4700,1175,470,0,10,293.75,6638.75,572.81,690.31,0,0,0,572.81,6065.94,Bank Transfer,SAR
PAY-000191,EMP-0236,2025-01,27-01-2025,3250,813,325,350,0,0,4738,0,81.26,0,0,0,0,4738,Bank Transfer,SAR
PAY-000192,EMP-0237,2025-01,27-01-2025,4050,1013,405,1650,21.5,544.22,7662.22,493.64,594.9,0,0,0,493.64,7168.58,WPS Transfer,SAR
PAY-000193,EMP-0238,2025-01,27-01-2025,8750,2188,875,0,0,0,11813,0,218.76,0,0,0,0,11813,Bank Transfer,SAR
PAY-000194,EMP-0239,2025-01,27-01-2025,8650,2163,865,0,19,1027.19,12705.19,0,216.26,0,0,0,0,12705.19,Bank Transfer,SAR
PAY-000195,EMP-0240,2025-01,27-01-2025,3550,888,355,0,5,110.94,4903.94,0,88.76,0,0,0,0,4903.94,Bank Transfer,SAR
PAY-000196,EMP-0241,2025-01,27-01-2025,11250,2813,1125,0,4,281.25,15469.25,1371.14,1652.4,0,0,0,1371.14,14098.11,Bank Transfer,SAR
PAY-000197,EMP-0242,2025-01,27-01-2025,3500,875,350,900,21,459.38,6084.38,426.56,514.06,0,1400,0,1826.56,4257.82,Bank Transfer,SAR
PAY-000198,EMP-0243,2025-01,27-01-2025,3350,838,335,1500,19,397.81,6420.81,0,83.76,0,0,0,0,6420.81,Bank Transfer,SAR
PAY-000199,EMP-0244,2025-01,27-01-2025,8550,2138,855,0,5,267.19,11810.19,1042.08,1255.84,0,0,0,1042.08,10768.11,Bank Transfer,SAR
PAY-000200,EMP-0245,2025-01,27-01-2025,4100,1025,410,0,15.5,397.19,5932.19,499.69,602.19,0,0,0,499.69,5432.5,Bank Transfer,SAR
PAY-000201,EMP-0246,2025-01,27-01-2025,4600,1150,460,0,0,0,6210,560.63,675.63,0,0,0,560.63,5649.37,Bank Transfer,SAR
PAY-000202,EMP-0247,2025-01,27-01-2025,3850,963,385,700,20.5,493.28,6391.28,0,96.26,173.27,0,0,173.27,6218.01,Bank Transfer,SAR
PAY-000203,EMP-0248,2025-01,27-01-2025,8500,2125,850,0,8,425,11900,1035.94,1248.44,0,0,0,1035.94,10864.06,Bank Transfer,SAR
PAY-000204,EMP-0250,2025-01,27-01-2025,3950,988,395,0,19,469.06,5802.06,0,98.76,177.77,0,0,177.77,5624.29,Bank Transfer,SAR
PAY-000205,EMP-0252,2025-01,27-01-2025,7200,1800,720,0,15,675,10395,877.5,1057.5,0,0,0,877.5,9517.5,Bank Transfer,SAR
PAY-000206,EMP-0254,2025-01,27-01-2025,3200,800,320,0,0,0,4320,390,470,0,0,0,390,3930,Bank Transfer,SAR
PAY-000207,EMP-0256,2025-01,27-01-2025,3400,850,340,0,0,0,4590,0,85,0,0,0,0,4590,Bank Transfer,SAR
PAY-000208,EMP-0257,2025-01,27-01-2025,9150,2288,915,0,13,743.44,13096.44,0,228.76,0,2450,0,2450,10646.44,Bank Transfer,SAR
PAY-000209,EMP-0258,2025-01,27-01-2025,4400,1100,440,0,11.5,316.25,6256.25,0,110,0,0,0,0,6256.25,Bank Transfer,SAR
PAY-000210,EMP-0260,2025-01,27-01-2025,10550,2638,1055,0,0,0,14243,0,263.76,0,0,0,0,14243,Bank Transfer,SAR
PAY-000211,EMP-0261,2025-01,27-01-2025,7450,1863,745,800,24,1117.5,11975.5,0,186.26,0,1300,0,1300,10675.5,Bank Transfer,SAR
PAY-000212,EMP-0262,2025-01,27-01-2025,4450,1113,445,0,5.5,152.97,6160.97,542.39,653.65,200.27,0,0,742.66,5418.31,Bank Transfer,SAR
PAY-000213,EMP-0263,2025-01,27-01-2025,11700,2925,1170,0,0,0,15795,1425.94,1718.44,0,0,0,1425.94,14369.06,Bank Transfer,SAR
PAY-000214,EMP-0264,2025-01,27-01-2025,4500,1125,450,0,0,0,6075,548.44,660.94,202.5,0,0,750.94,5324.06,Bank Transfer,SAR
PAY-000215,EMP-0265,2025-01,27-01-2025,8850,2213,885,1100,0,0,13048,0,221.26,0,0,0,0,13048,Bank Transfer,SAR
PAY-000216,EMP-0266,2025-01,27-01-2025,8900,2225,890,0,24,1335,13350,1084.69,1307.19,0,0,0,1084.69,12265.31,Bank Transfer,SAR
PAY-000217,EMP-0267,2025-01,27-01-2025,9150,2288,915,0,22.5,1286.72,13639.72,0,228.76,0,750,0,750,12889.72,Bank Transfer,SAR
PAY-000218,EMP-0268,2025-01,27-01-2025,4300,1075,430,0,12.5,335.94,6140.94,0,107.5,0,0,0,0,6140.94,Bank Transfer,SAR
PAY-000219,EMP-0269,2025-01,27-01-2025,4450,1113,445,0,0,0,6008,0,111.26,400.53,0,0,400.53,5607.47,Bank Transfer,SAR
PAY-000220,EMP-0272,2025-01,27-01-2025,4200,1050,420,800,24.5,643.13,7113.13,0,105,0,0,0,0,7113.13,Bank Transfer,SAR
PAY-000221,EMP-0273,2025-01,27-01-2025,4750,1188,475,0,10,296.88,6709.88,578.96,697.71,0,0,0,578.96,6130.92,Bank Transfer,SAR
PAY-000222,EMP-0274,2025-01,27-01-2025,10550,2638,1055,0,22,1450.63,15693.63,0,263.76,0,0,0,0,15693.63,Bank Transfer,SAR
PAY-000223,EMP-0275,2025-01,27-01-2025,13900,3475,1200,0,22.5,1954.69,20529.69,1694.06,2041.56,0,0,540,2234.06,18295.63,Bank Transfer,SAR
PAY-000224,EMP-0277,2025-01,27-01-2025,8700,2175,870,2100,0,0,13845,1060.31,1277.81,0,0,0,1060.31,12784.69,Bank Transfer,SAR
PAY-000225,EMP-0278,2025-01,27-01-2025,10350,2588,1035,2150,0,0,16123,1261.46,1520.22,0,1100,0,2361.46,13761.54,Bank Transfer,SAR
PAY-000226,EMP-0279,2025-01,27-01-2025,10300,2575,1030,0,17,1094.38,14999.38,1255.31,1512.81,0,0,0,1255.31,13744.07,Bank Transfer,SAR
PAY-000227,EMP-0280,2025-01,27-01-2025,4350,1088,435,0,5.5,149.53,6022.53,0,108.76,391.53,0,0,391.53,5631,Bank Transfer,SAR
PAY-000228,EMP-0281,2025-01,27-01-2025,4350,1088,435,1050,21,570.94,7493.94,0,108.76,587.3,0,0,587.3,6906.64,Bank Transfer,SAR
PAY-000229,EMP-0282,2025-01,27-01-2025,8750,2188,875,0,12.5,683.59,12496.59,1066.46,1285.21,393.77,0,0,1460.23,11036.36,Bank Transfer,SAR
PAY-000230,EMP-0283,2025-01,27-01-2025,3650,913,365,0,0,0,4928,0,91.26,0,0,250,250,4678,Bank Transfer,SAR
PAY-000231,EMP-0286,2025-01,27-01-2025,3900,975,390,0,0,0,5265,0,97.5,0,0,0,0,5265,Bank Transfer,SAR
PAY-000232,EMP-0287,2025-01,27-01-2025,8850,2213,885,0,0,0,11948,0,221.26,398.27,0,0,398.27,11549.73,Bank Transfer,SAR
PAY-000233,EMP-0288,2025-01,27-01-2025,4350,1088,435,0,0,0,5873,530.21,638.96,0,0,0,530.21,5342.79,Bank Transfer,SAR
PAY-000234,EMP-0289,2025-01,27-01-2025,4650,1163,465,0,5.5,159.84,6437.84,566.77,683.03,0,0,0,566.77,5871.07,Bank Transfer,SAR
PAY-000235,EMP-0291,2025-01,27-01-2025,3950,988,395,0,0,0,5333,0,98.76,0,0,0,0,5333,Bank Transfer,SAR
PAY-000236,EMP-0292,2025-01,27-01-2025,4750,1188,475,0,2,59.38,6472.38,578.96,697.71,213.77,0,0,792.73,5679.65,Bank Transfer,SAR
PAY-000237,EMP-0293,2025-01,27-01-2025,8500,2125,850,0,0,0,11475,1035.94,1248.44,0,0,280,1315.94,10159.06,Bank Transfer,SAR
PAY-000238,EMP-0294,2025-01,27-01-2025,4400,1100,440,0,0,0,5940,536.25,646.25,0,0,0,536.25,5403.75,Bank Transfer,SAR
PAY-000239,EMP-0295,2025-01,27-01-2025,11000,2750,1100,0,18.5,1271.88,16121.88,0,275,0,0,0,0,16121.88,Bank Transfer,SAR
PAY-000240,EMP-0296,2025-01,27-01-2025,15050,3763,1200,0,14.5,1363.91,21376.91,1834.27,2210.53,0,0,0,1834.27,19542.64,WPS Transfer,SAR
PAY-000241,EMP-0297,2025-01,27-01-2025,4400,1100,440,0,0,0,5940,536.25,646.25,0,0,0,536.25,5403.75,Bank Transfer,SAR
PAY-000242,EMP-0300,2025-01,27-01-2025,12700,3175,1200,0,18.5,1468.44,18543.44,0,317.5,0,0,0,0,18543.44,Bank Transfer,SAR
PAY-000243,EMP-0303,2025-01,27-01-2025,9200,2300,920,950,6,345,13715,0,230,414,0,0,414,13301,WPS Transfer,SAR
PAY-000244,EMP-0304,2025-01,27-01-2025,11500,2875,1150,2350,6,431.25,18306.25,0,287.5,0,0,0,0,18306.25,Bank Transfer,SAR
PAY-000245,EMP-0305,2025-01,27-01-2025,3850,963,385,1100,0,0,6298,469.27,565.53,173.27,0,0,642.54,5655.46,Bank Transfer,SAR
PAY-000246,EMP-0306,2025-01,27-01-2025,4800,1200,480,0,6.5,195,6675,0,120,0,1550,0,1550,5125,Bank Transfer,SAR
PAY-000247,EMP-0307,2025-01,27-01-2025,9450,2363,945,0,0,0,12758,0,236.26,0,2050,0,2050,10708,WPS Transfer,SAR
PAY-000248,EMP-0308,2025-01,27-01-2025,10900,2725,1090,0,0,0,14715,0,272.5,0,0,0,0,14715,Bank Transfer,SAR
PAY-000249,EMP-0309,2025-01,27-01-2025,3800,950,380,0,6,142.5,5272.5,0,95,0,0,0,0,5272.5,Bank Transfer,SAR
PAY-000250,EMP-0311,2025-01,27-01-2025,15900,3975,1200,0,22.5,2235.94,23310.94,0,397.5,0,0,0,0,23310.94,Bank Transfer,SAR
PAY-000251,EMP-0312,2025-01,27-01-2025,14350,3588,1200,0,5,448.44,19586.44,0,358.76,0,0,0,0,19586.44,Bank Transfer,SAR
PAY-000252,EMP-0313,2025-01,27-01-2025,11900,2975,1190,0,0,0,16065,0,297.5,2142,0,0,2142,13923,Bank Transfer,SAR
PAY-000253,EMP-0314,2025-01,27-01-2025,3650,913,365,0,2,45.63,4973.63,444.89,536.15,0,2450,0,2894.89,2078.74,Bank Transfer,SAR
PAY-000254,EMP-0315,2025-01,27-01-2025,11600,2900,1160,0,0,0,15660,1413.75,1703.75,0,0,0,1413.75,14246.25,Bank Transfer,SAR
PAY-000255,EMP-0316,2025-01,27-01-2025,15200,3800,1200,0,0,0,20200,0,380,2020,0,0,2020,18180,Bank Transfer,SAR
PAY-000256,EMP-0318,2025-01,27-01-2025,4100,1025,410,0,13.5,345.94,5880.94,499.69,602.19,0,0,0,499.69,5381.25,Bank Transfer,SAR
PAY-000257,EMP-0320,2025-01,27-01-2025,8750,2188,875,0,0,0,11813,0,218.76,0,0,0,0,11813,Bank Transfer,SAR
PAY-000258,EMP-0321,2025-01,27-01-2025,21300,5325,1200,0,0,0,27825,2595.94,3128.44,0,0,200,2795.94,25029.06,WPS Transfer,SAR
PAY-000259,EMP-0322,2025-01,27-01-2025,8700,2175,870,0,0,0,11745,1060.31,1277.81,0,0,0,1060.31,10684.69,Bank Transfer,SAR
PAY-000260,EMP-0324,2025-01,27-01-2025,6100,1525,610,1600,5,190.63,10025.63,0,152.5,0,0,0,0,10025.63,WPS Transfer,SAR
PAY-000261,EMP-0325,2025-01,27-01-2025,11300,2825,1130,0,4,282.5,15537.5,0,282.5,0,0,0,0,15537.5,Bank Transfer,SAR
PAY-000262,EMP-0326,2025-01,27-01-2025,5000,1250,500,0,9,281.25,7031.25,0,125,0,0,0,0,7031.25,Bank Transfer,SAR
PAY-000263,EMP-0327,2025-01,27-01-2025,9400,2350,940,0,25.5,1498.13,14188.13,0,235,0,0,0,0,14188.13,WPS Transfer,SAR
PAY-000264,EMP-0328,2025-01,27-01-2025,10850,2713,1085,650,20.5,1390.16,16688.16,1322.39,1593.65,0,0,0,1322.39,15365.77,Bank Transfer,SAR
PAY-000265,EMP-0329,2025-01,27-01-2025,10700,2675,1070,0,0,0,14445,0,267.5,0,0,0,0,14445,Bank Transfer,SAR
PAY-000266,EMP-0331,2025-01,27-01-2025,11600,2900,1160,0,3.5,253.75,15913.75,0,290,0,0,0,0,15913.75,Bank Transfer,SAR
PAY-000267,EMP-0332,2025-01,27-01-2025,5350,1338,535,1050,15,501.56,8774.56,652.08,785.84,0,0,0,652.08,8122.48,Bank Transfer,SAR
PAY-000268,EMP-0333,2025-01,27-01-2025,4700,1175,470,0,0,0,6345,0,117.5,0,0,0,0,6345,Bank Transfer,SAR
PAY-000269,EMP-0334,2025-01,27-01-2025,15550,3888,1200,0,0,0,20638,0,388.76,2751.73,300,150,3201.73,17436.27,Bank Transfer,SAR
PAY-000270,EMP-0335,2025-01,27-01-2025,12650,3163,1200,0,0,0,17013,0,316.26,0,0,0,0,17013,Bank Transfer,SAR
PAY-000271,EMP-0336,2025-01,27-01-2025,5000,1250,500,0,16,500,7250,0,125,0,0,0,0,7250,Bank Transfer,SAR
PAY-000272,EMP-0337,2025-01,27-01-2025,8750,2188,875,0,11.5,628.91,12441.91,1066.46,1285.21,393.77,2350,0,3810.23,8631.68,Bank Transfer,SAR
PAY-000273,EMP-0338,2025-01,27-01-2025,11550,2888,1155,2000,10,721.88,18314.88,0,288.76,519.77,0,0,519.77,17795.11,Bank Transfer,SAR
PAY-000274,EMP-0339,2025-01,27-01-2025,12400,3100,1200,0,0,0,16700,1511.25,1821.25,556.67,0,510,2577.92,14122.08,Bank Transfer,SAR
PAY-000275,EMP-0340,2025-01,27-01-2025,11200,2800,1120,0,0,0,15120,0,280,0,0,0,0,15120,Bank Transfer,SAR
PAY-000276,EMP-0341,2025-01,27-01-2025,4900,1225,490,1050,12.5,382.81,8047.81,0,122.5,0,0,0,0,8047.81,Bank Transfer,SAR
PAY-000277,EMP-0342,2025-01,27-01-2025,8500,2125,850,0,0,0,11475,1035.94,1248.44,765,0,0,1800.94,9674.06,Bank Transfer,SAR
PAY-000278,EMP-0343,2025-01,27-01-2025,5300,1325,530,0,0,0,7155,0,132.5,0,2350,0,2350,4805,WPS Transfer,SAR
PAY-000279,EMP-0344,2025-01,27-01-2025,11000,2750,1100,0,0,0,14850,0,275,0,0,0,0,14850,Bank Transfer,SAR
PAY-000280,EMP-0345,2025-01,27-01-2025,5100,1275,510,0,0,0,6885,0,127.5,0,0,0,0,6885,Bank Transfer,SAR
PAY-000281,EMP-0347,2025-01,27-01-2025,5550,1388,555,1300,10.5,364.22,9157.22,0,138.76,0,0,0,0,9157.22,Bank Transfer,SAR
PAY-000282,EMP-0349,2025-01,27-01-2025,10850,2713,1085,0,21,1424.06,16072.06,0,271.26,0,0,300,300,15772.06,Bank Transfer,SAR
PAY-000283,EMP-0350,2025-01,27-01-2025,13050,3263,1200,0,14.5,1182.66,18695.66,1590.52,1916.78,1167.53,0,0,2758.05,15937.61,Cheque,SAR
PAY-000284,EMP-0351,2025-01,27-01-2025,14350,3588,1200,300,0,0,19438,1748.96,2107.71,0,0,0,1748.96,17689.04,Bank Transfer,SAR
PAY-000285,EMP-0352,2025-01,27-01-2025,10200,2550,1020,0,2.5,159.38,13929.38,0,255,0,0,0,0,13929.38,Bank Transfer,SAR
PAY-000286,EMP-0353,2025-01,27-01-2025,10650,2663,1065,0,11.5,765.47,15143.47,1298.02,1564.28,0,0,0,1298.02,13845.45,Bank Transfer,SAR
PAY-000287,EMP-0354,2025-01,27-01-2025,12400,3100,1200,350,0,0,17050,1511.25,1821.25,0,0,0,1511.25,15538.75,Bank Transfer,SAR
PAY-000288,EMP-0355,2025-01,27-01-2025,4700,1175,470,0,9,264.38,6609.38,0,117.5,0,0,0,0,6609.38,Bank Transfer,SAR
PAY-000289,EMP-0356,2025-01,27-01-2025,5700,1425,570,0,3,106.88,7801.88,694.69,837.19,0,850,0,1544.69,6257.19,Bank Transfer,SAR
PAY-000290,EMP-0357,2025-01,27-01-2025,12700,3175,1200,0,0,0,17075,0,317.5,0,0,0,0,17075,Bank Transfer,SAR
PAY-000291,EMP-0359,2025-01,27-01-2025,4550,1138,455,1450,17.5,497.66,8090.66,554.58,668.34,0,0,270,824.58,7266.08,Bank Transfer,SAR
PAY-000292,EMP-0360,2025-01,27-01-2025,15300,3825,1200,0,0,0,20325,0,382.5,0,0,0,0,20325,Bank Transfer,SAR
PAY-000293,EMP-0361,2025-01,27-01-2025,28350,7088,1200,0,0,0,36638,0,708.76,0,0,0,0,36638,WPS Transfer,SAR
PAY-000294,EMP-0362,2025-01,27-01-2025,7050,1763,705,2150,0,0,11668,859.27,1035.53,0,0,0,859.27,10808.73,WPS Transfer,SAR
PAY-000295,EMP-0363,2025-01,27-01-2025,6900,1725,690,0,0,0,9315,840.94,1013.44,0,0,0,840.94,8474.06,Bank Transfer,SAR
PAY-000296,EMP-0364,2025-01,27-01-2025,6050,1513,605,0,24.5,926.41,9094.41,737.39,888.65,0,0,0,737.39,8357.02,Bank Transfer,SAR
PAY-000297,EMP-0366,2025-01,27-01-2025,12100,3025,1200,0,8.5,642.81,16967.81,1474.69,1777.19,0,0,0,1474.69,15493.12,Bank Transfer,SAR
PAY-000298,EMP-0368,2025-01,27-01-2025,26850,6713,1200,0,0,0,34763,0,671.26,0,0,0,0,34763,Bank Transfer,SAR
PAY-000299,EMP-0369,2025-01,27-01-2025,7050,1763,705,0,4.5,198.28,9716.28,859.27,1035.53,0,0,0,859.27,8857.01,Bank Transfer,SAR
PAY-000300,EMP-0370,2025-01,27-01-2025,7150,1788,715,1850,12,536.25,12039.25,871.46,1050.21,0,0,0,871.46,11167.79,Bank Transfer,SAR
PAY-000301,EMP-0372,2025-01,27-01-2025,7450,1863,745,0,24.5,1140.78,11198.78,0,186.26,0,0,0,0,11198.78,Bank Transfer,SAR
PAY-000302,EMP-0373,2025-01,27-01-2025,26000,6500,1200,0,0,0,33700,3168.75,3818.75,0,0,0,3168.75,30531.25,Bank Transfer,SAR
PAY-000303,EMP-0374,2025-01,27-01-2025,8650,2163,865,0,7,378.44,12056.44,0,216.26,0,2250,0,2250,9806.44,Bank Transfer,SAR
PAY-000304,EMP-0375,2025-01,27-01-2025,9600,2400,960,0,24.5,1470,14430,0,240,1728,1600,0,3328,11102,Bank Transfer,SAR
PAY-000305,EMP-0376,2025-01,27-01-2025,26700,6675,1200,0,0,0,34575,0,667.5,0,0,0,0,34575,Bank Transfer,SAR
PAY-000306,EMP-0377,2025-01,27-01-2025,15650,3913,1200,0,17.5,1711.72,22474.72,0,391.26,1384.2,0,420,1804.2,20670.52,Bank Transfer,SAR
PAY-000307,EMP-0378,2025-01,27-01-2025,12300,3075,1200,2350,9.5,730.31,19655.31,0,307.5,0,0,0,0,19655.31,Bank Transfer,SAR
PAY-000308,EMP-0379,2025-01,27-01-2025,16750,4188,1200,0,0,0,22138,2041.46,2460.21,0,0,0,2041.46,20096.54,Bank Transfer,SAR
PAY-000309,EMP-0381,2025-01,27-01-2025,8300,2075,830,0,18.5,959.69,12164.69,1011.56,1219.06,0,1000,0,2011.56,10153.13,WPS Transfer,SAR
PAY-000310,EMP-0382,2025-01,27-01-2025,12900,3225,1200,0,15.5,1249.69,18574.69,1572.19,1894.69,0,0,0,1572.19,17002.5,Bank Transfer,SAR
PAY-000311,EMP-0383,2025-01,27-01-2025,8250,2063,825,0,7,360.94,11498.94,1005.52,1211.78,0,0,0,1005.52,10493.42,Bank Transfer,SAR
PAY-000312,EMP-0384,2025-01,27-01-2025,13550,3388,1200,1450,12.5,1058.59,20646.59,0,338.76,0,2050,0,2050,18596.59,Bank Transfer,SAR
PAY-000313,EMP-0385,2025-01,27-01-2025,6650,1663,665,0,25,1039.06,10017.06,810.52,976.78,299.27,0,0,1109.79,8907.27,WPS Transfer,SAR
PAY-000314,EMP-0387,2025-01,27-01-2025,7700,1925,770,0,0,0,10395,938.44,1130.94,0,0,0,938.44,9456.56,Bank Transfer,SAR
PAY-000315,EMP-0388,2025-01,27-01-2025,8300,2075,830,1500,0,0,12705,1011.56,1219.06,0,0,0,1011.56,11693.44,Bank Transfer,SAR
PAY-000316,EMP-0389,2025-01,27-01-2025,8650,2163,865,0,13,702.81,12380.81,0,216.26,0,0,0,0,12380.81,Bank Transfer,SAR
PAY-000317,EMP-0390,2025-01,27-01-2025,6250,1563,625,1650,0,0,10088,0,156.26,0,550,0,550,9538,Bank Transfer,SAR
PAY-000318,EMP-0391,2025-01,27-01-2025,11600,2900,1160,0,0,0,15660,1413.75,1703.75,0,0,0,1413.75,14246.25,Bank Transfer,SAR
PAY-000319,EMP-0393,2025-01,27-01-2025,8700,2175,870,0,8.5,462.19,12207.19,0,217.5,0,0,0,0,12207.19,Bank Transfer,SAR
PAY-000320,EMP-0394,2025-01,27-01-2025,11350,2838,1135,1900,2,141.88,17364.88,0,283.76,0,0,550,550,16814.88,Bank Transfer,SAR
PAY-000321,EMP-0395,2025-01,27-01-2025,26050,6513,1200,0,0,0,33763,0,651.26,0,0,0,0,33763,Bank Transfer,SAR
PAY-000322,EMP-0398,2025-01,27-01-2025,12000,3000,1200,0,21.5,1612.5,17812.5,1462.5,1762.5,0,0,0,1462.5,16350,Bank Transfer,SAR
PAY-000323,EMP-0399,2025-01,27-01-2025,5350,1338,535,750,4.5,150.47,8123.47,0,133.76,0,0,0,0,8123.47,Bank Transfer,SAR
PAY-000324,EMP-0400,2025-01,27-01-2025,5050,1263,505,0,0,0,6818,0,126.26,0,0,0,0,6818,Bank Transfer,SAR
PAY-000325,EMP-0402,2025-01,27-01-2025,13000,3250,1200,0,4,325,17775,0,325,0,0,0,0,17775,Bank Transfer,SAR
PAY-000326,EMP-0403,2025-01,27-01-2025,8750,2188,875,0,2.5,136.72,11949.72,1066.46,1285.21,0,0,0,1066.46,10883.26,Bank Transfer,SAR
PAY-000327,EMP-0405,2025-01,27-01-2025,10950,2738,1095,0,6.5,444.84,15227.84,0,273.76,0,0,0,0,15227.84,Bank Transfer,SAR
PAY-000328,EMP-0406,2025-01,27-01-2025,12400,3100,1200,0,10.5,813.75,17513.75,1511.25,1821.25,0,0,0,1511.25,16002.5,Bank Transfer,SAR
PAY-000329,EMP-0407,2025-01,27-01-2025,6150,1538,615,0,0,0,8303,0,153.76,0,0,0,0,8303,Bank Transfer,SAR
PAY-000330,EMP-0409,2025-01,27-01-2025,5450,1363,545,650,21,715.31,8723.31,664.27,800.53,0,0,0,664.27,8059.04,Bank Transfer,SAR
PAY-000331,EMP-0410,2025-01,27-01-2025,6300,1575,630,0,0,0,8505,767.81,925.31,0,0,0,767.81,7737.19,Bank Transfer,SAR
PAY-000332,EMP-0411,2025-01,27-01-2025,9350,2338,935,0,16,935,13558,1139.58,1373.34,0,0,0,1139.58,12418.42,Bank Transfer,SAR
PAY-000333,EMP-0412,2025-01,27-01-2025,6400,1600,640,0,12.5,500,9140,0,160,0,0,0,0,9140,Bank Transfer,SAR
PAY-000334,EMP-0413,2025-01,27-01-2025,11500,2875,1150,0,7.5,539.06,16064.06,1401.56,1689.06,0,0,120,1521.56,14542.5,Bank Transfer,SAR
PAY-000335,EMP-0414,2025-01,27-01-2025,6300,1575,630,0,5.5,216.56,8721.56,0,157.5,0,0,0,0,8721.56,Bank Transfer,SAR
PAY-000336,EMP-0415,2025-01,27-01-2025,5800,1450,580,0,10,362.5,8192.5,706.88,851.88,0,0,0,706.88,7485.62,Bank Transfer,SAR
PAY-000337,EMP-0416,2025-01,27-01-2025,4600,1150,460,0,6.5,186.88,6396.88,560.63,675.63,0,0,0,560.63,5836.25,Bank Transfer,SAR
PAY-000338,EMP-0417,2025-01,27-01-2025,5900,1475,590,950,22.5,829.69,9744.69,719.06,866.56,0,1300,0,2019.06,7725.63,Bank Transfer,SAR
PAY-000339,EMP-0420,2025-01,27-01-2025,4700,1175,470,0,13.5,396.56,6741.56,572.81,690.31,0,0,0,572.81,6168.75,Bank Transfer,SAR
PAY-000340,EMP-0421,2025-01,27-01-2025,12150,3038,1200,0,5.5,417.66,16805.66,1480.83,1784.59,1092.53,0,0,2573.36,14232.3,Bank Transfer,SAR
PAY-000341,EMP-0422,2025-01,27-01-2025,9200,2300,920,0,5,287.5,12707.5,1121.25,1351.25,414,0,0,1535.25,11172.25,Bank Transfer,SAR
PAY-000342,EMP-0423,2025-01,27-01-2025,10250,2563,1025,0,0,0,13838,1249.27,1505.53,0,350,0,1599.27,12238.73,Bank Transfer,SAR
PAY-000343,EMP-0424,2025-01,27-01-2025,17650,4413,1200,550,0,0,23813,2151.14,2592.4,0,0,0,2151.14,21661.86,Bank Transfer,SAR
PAY-000344,EMP-0425,2025-01,27-01-2025,5950,1488,595,0,0,0,8033,0,148.76,0,0,0,0,8033,Bank Transfer,SAR
PAY-000345,EMP-0426,2025-01,27-01-2025,29150,7288,1200,1050,0,0,38688,0,728.76,3763.8,0,0,3763.8,34924.2,Bank Transfer,SAR
